CO2 (g),CO (g),NOx (g),PMx (g),Fuel (L),Scenario,pkw %,bus %,bike %,scooter %,truck %
294781653.75022906,5464643.519998267,2106320.3599990127,88632.25000002097,93490861.27995104,1,1.0,1.0,1.0,1.0,96.0
