1.0,114.0,434.0,451.0,262700131.82995132,10241563.329997825,80638.05999991321,552777.9500000966,24172.89000000035,83704287.81992553
173.0,95.0,359.0,373.0,262700131.82995132,10241563.329997825,80638.05999991321,552777.9500000966,24172.89000000035,83704287.81992553
1.0,225.0,380.0,394.0,262700131.82995132,10241563.329997825,80638.05999991321,552777.9500000966,24172.89000000035,83704287.81992553
2.0,135.0,330.0,533.0,262700131.82995132,10241563.329997825,80638.05999991321,552777.9500000966,24172.89000000035,83704287.81992553
1.0,114.0,434.0,451.0,254436185.33995184,9737747.509999683,75753.14999992678,508803.83000052103,22084.569999996584,81077435.31993803
173.0,95.0,359.0,373.0,254436185.33995184,9737747.509999683,75753.14999992678,508803.83000052103,22084.569999996584,81077435.31993803
1.0,225.0,380.0,394.0,254436185.33995184,9737747.509999683,75753.14999992678,508803.83000052103,22084.569999996584,81077435.31993803
1.0,114.0,434.0,451.0,262700131.82995132,10241563.329997825,80638.05999991321,552777.9500000966,24172.89000000035,83704287.81992553
173.0,95.0,359.0,373.0,262700131.82995132,10241563.329997825,80638.05999991321,552777.9500000966,24172.89000000035,83704287.81992553
1.0,225.0,380.0,394.0,262700131.82995132,10241563.329997825,80638.05999991321,552777.9500000966,24172.89000000035,83704287.81992553
2.0,135.0,330.0,533.0,262700131.82995132,10241563.329997825,80638.05999991321,552777.9500000966,24172.89000000035,83704287.81992553
1.0,119.0,451.0,429.0,262700131.82995132,10241563.329997825,80638.05999991321,552777.9500000966,24172.89000000035,83704287.81992553
1.0,270.0,294.0,435.0,262700131.82995132,10241563.329997825,80638.05999991321,552777.9500000966,24172.89000000035,83704287.81992553
205.0,113.0,275.0,407.0,262700131.82995132,10241563.329997825,80638.05999991321,552777.9500000966,24172.89000000035,83704287.81992553
159.0,196.0,330.0,315.0,262700131.82995132,10241563.329997825,80638.05999991321,552777.9500000966,24172.89000000035,83704287.81992553
174.0,215.0,234.0,377.0,262700131.82995132,10241563.329997825,80638.05999991321,552777.9500000966,24172.89000000035,83704287.81992553
180.0,222.0,241.0,357.0,262700131.82995132,10241563.329997825,80638.05999991321,552777.9500000966,24172.89000000035,83704287.81992553
229.0,341.0,207.0,223.0,262700131.82995132,10241563.329997825,80638.05999991321,552777.9500000966,24172.89000000035,83704287.81992553
